State_County,County,State_abbr,State_full,County_ST,FedDistrict,Pop2020,Pop2010,GDP_2021,Lat,Lon
Louisiana_East Feliciana Parish,East Feliciana,LA,Louisiana,"East Feliciana, LA",6,18882,20267,517302,30.8397837,-91.0434338
Louisiana_Evangeline Parish,Evangeline,LA,Louisiana,"Evangeline, LA",6,33276,33984,987521,30.7206932,-92.4040858
Louisiana_Franklin Parish,Franklin,LA,Louisiana,"Franklin, LA",11,19723,20767,541970,32.1390764,-91.6723711
Louisiana_Grant Parish,Grant,LA,Louisiana,"Grant, LA",11,22254,22309,444097,31.5977873,-92.5617156
Louisiana_Iberia Parish,Iberia,LA,Louisiana,"Iberia, LA",6,68991,73240,2954102,30.0071265,-91.9767838
Louisiana_Iberville Parish,Iberville,LA,Louisiana,"Iberville, LA",6,32070,33387,2176285,30.2706285,-91.3658481
Louisiana_Jackson Parish,Jackson,LA,Louisiana,"Jackson, LA",11,15574,16274,522210,32.3042901,-92.5616997
Louisiana_Jefferson Davis Parish,Jefferson,LA,Louisiana,"Jefferson, LA",6,31208,31594,25538378,30.2695293,-92.8162205
Louisiana_Jefferson Parish,Jefferson Davis,LA,Louisiana,"Jefferson Davis, LA",6,432346,432552,912173,29.522281,-90.081001
Louisiana_Lafayette Parish,Lafayette,LA,Louisiana,"Lafayette, LA",6,246518,221578,14992625,30.2065065,-92.06417
Louisiana_Lafourche Parish,Lafourche,LA,Louisiana,"Lafourche, LA",6,97596,96318,4072951,29.4919925,-90.394849
Louisiana_LaSalle Parish,LaSalle,LA,Louisiana,"LaSalle, LA",11,15021,14890,493246,31.6800826,-92.1615956
Louisiana_Lincoln Parish,Lincoln,LA,Louisiana,"Lincoln, LA",11,46552,46735,2377522,32.6018231,-92.6623026
Louisiana_Livingston Parish,Livingston,LA,Louisiana,"Livingston, LA",6,143737,128026,3763512,30.4404194,-90.7274738
Louisiana_Madison Parish,Madison,LA,Louisiana,"Madison, LA",11,10635,12093,384925,32.3412213,-91.2356383
Louisiana_Morehouse Parish,Morehouse,LA,Louisiana,"Morehouse, LA",11,24227,27979,666386,32.8200082,-91.8003988
Louisiana_Natchitoches Parish,Natchitoches,LA,Louisiana,"Natchitoches, LA",11,37655,39566,1850605,31.7325509,-93.0826114
Louisiana_Orleans Parish,Orleans,LA,Louisiana,"Orleans, LA",6,389476,343829,24754130,30.0534195,-89.9345018
Louisiana_Ouachita Parish,Ouachita,LA,Louisiana,"Ouachita, LA",11,152439,153720,7469396,32.480932,-92.1515814
Louisiana_Plaquemines Parish,Plaquemines,LA,Louisiana,"Plaquemines, LA",6,23113,23042,2759977,29.282447,-89.5760676
Louisiana_Pointe Coupee Parish,Pointe Coupee,LA,Louisiana,"Pointe Coupee, LA",6,21529,22802,932962,30.708319,-91.6046207
Louisiana_Rapides Parish,Rapides,LA,Louisiana,"Rapides, LA",6,128567,131613,6592923,31.1932037,-92.5359531
Louisiana_Red River Parish,Red River,LA,Louisiana,"Red River, LA",11,8286,9091,1165127,32.1012125,-93.3490504
Louisiana_Richland Parish,Richland,LA,Louisiana,"Richland, LA",11,20014,20725,702840,32.413158,-91.7483534
Louisiana_Sabine Parish,Sabine,LA,Louisiana,"Sabine, LA",11,23803,24233,1222553,31.5604024,-93.5595793
Louisiana_St. Bernard Parish,St. Bernard,LA,Louisiana,"St. Bernard, LA",6,47647,35897,1427283,29.9181102,-89.2634941
Louisiana_St. Charles Parish,St. Charles,LA,Louisiana,"St. Charles, LA",6,52987,52780,8258236,29.9057222,-90.3578553
Louisiana_St. Helena Parish,St. Helena,LA,Louisiana,"St. Helena, LA",6,10081,11203,230998,30.8225386,-90.7083074
